id,severity_reported,severity_normalized,theme,area,files,title,evidence,fix,loc_delta_estimate,sources,in_flight,territory,verify
R-124,Should-fix,Should-fix,duplicate-primitives,jasper/active_speaker/,"staging.py:1666-1745,2036-2110; measurement_emit.py:116-131; baseline_profile.py:2772,2788,3250",Six sites hand-forward the same seven ActiveEmitDevices fields,"capture_device, capture_format, playback_format, chunksize, target_level, queuelimit, enable_rate_adjust spelled out at all six; the two staging comments restate the same subset-forwarding argument for the same emitter, plus a reflection test exists to catch drift",Add ActiveEmitDevices.emit_kwargs() and call **devices.emit_kwargs(); deletes 6 essays and makes the defect unrepresentable,-40,T14-2-C2,,tuning,N
R-125,Should-fix,Should-fix,duplicate-primitives,jasper/active_speaker/,"startup_load.py:759-988; commission_ramp.py:434-867; setup_status.py:674-838; crossover_preview.py:753-826; staging.py:288-337,1512-1579; commission_load.py:661-1132",~28 copies of the rebuild-the-whole-envelope-per-failure idiom,"load_protected_startup_config builds 6 payload+record+log+return blocks; ramp_audible_step builds 9 result dicts; load_crossover_preview builds 4 identical unreadable envelopes; load_driver_commissioning_config is 472 LOC of 7 copy-pasted 25-35-line blocks at :728,796,820,855,1040,1078,1117. Three modules already have the helper (_blocked, _stale_preview, _blocked_setup_status) and do not use it on every branch","One _refuse(code, message, **extra) closure per module binding the invariant fields once",-800,"T14-2-C3,T14-1-F3",,tuning,N
R-126,Should-fix,Should-fix,duplicate-primitives,jasper/active_speaker/,jasper/active_speaker/commissioning_evidence_store.py:873-1067,Region-capture and isolated-driver-capture method families are structural twins,"reopen_admitted_region_capture:887 vs reopen_admitted_isolated_driver_capture:1002 differ only in namespace prefix, path builder, mapper and how attempt_id is reached; same for reopen_attempt_capture(s):911/925 vs the isolated pair at :1033/1049 - ~140 near-duplicate lines","One _CaptureFamily(namespace, path_builder, from_mapping, attempt_id_of, verify) record plus one _reopen_capture/_reopen_captures; two module constants instantiate it",-140,T14-1-F8,,tuning,N
R-127,Should-fix,Should-fix,duplicate-primitives,jasper/active_speaker/,"commissioning_service.py, commissioning_verification.py:87-128, commissioning_apply.py, commissioning_evidence_store.py",The evidence artifact path layout is spelled 9 times across 4 modules,runs/{run_id}/generations/{gen}/... x9 and the f'{EVIDENCE_ROOT}/artifacts/{...}' prefix x13; commissioning_service carries three bespoke _x_source_path/_x_artifact_relative_path pairs while commissioning_verification:127 already has the generic _artifact_relative_path,"One kind -> path table on CommissioningEvidenceStore; callers name a kind, never a format string",-80,T14-4-C10,,tuning,N
R-128,Should-fix,Should-fix,duplicate-primitives,jasper/active_speaker/crossover_v2/,record_store.py:77; contracts.py:1310; evidence_packet.py:109; attribution/storage.py:53; active_speaker/candidate_bank.py:31; controllability_ledger.py:40,The banked-round on-disk layout is spelled six times,"record_store.py:77's docstring claims 'the one directory every reader globs, spelled once'; contracts.py:1303-1309 itself notes that getting the prefix wrong is silent - the glob simply matches nothing",One round_artifact_dir(capture_id) plus one glob constant in contracts.py; the other five derive from it,-30,T13-1-C3,,tuning,N
R-129,Should-fix,Should-fix,duplicate-primitives,jasper/audio_measurement/,jasper/audio_measurement/playback.py:839-1006 vs :1430-1586 and :1077-1220 vs :1222-1415,"Two aplay managers and two WAV-cache generators, twins, in one file","The spawn + stderr tail + _kill_and_settle + cleanup-state blocks are ~160 LOC each differing only in timeout-vs-stop-event (a third argv spelling lives at correction_lane.py:42); _tone_cache_filename/_noise_cache_filename, _validated_tone_shape/_validated_noise_shape and ensure_sine_wav/ensure_bandlimited_noise_wav are twins (~250 LOC)","One _run_aplay(..., stop, timeout_s) and one _ensure_cached_mono_wav(key, shape, generate)",-410,"T12-1-C5,T12-1-C6",,tuning,N
R-130,Should-fix,Should-fix,duplicate-primitives,jasper/audio_measurement/,"spatial_combine.py:692,707,713,725 vs gating.analytic_envelope, alignment._bandlimit, alignment.parabolic_peak, program_analysis/response.py:1147",Four DSP primitives re-implemented beside existing in-package owners,"_analytic_envelope's docstring claims 'scipy is not a JTS dependency' - false, pyproject.toml:27,80 pin scipy>=1.13; _n_fft_for self-declares it mirrors program_analysis._n_fft_for with a lower floor. Separately the -120 dBFS floor is re-declared three times and amplitude->dBFS five times, and power-mean-dB-over-a-band three times","Import the four owners, give _n_fft_for a floor= parameter, and add one dbfs() plus one band_power_mean_db() in analysis.py",-120,"T12-2-C5,T12-2-C12",,tuning,N
R-131,Should-fix,Should-fix,duplicate-primitives,jasper/ (bundles),"jasper/active_speaker/bundles.py:963,996,1010,286,297 vs jasper/correction/bundles.py:207,284,806,263,75",Two session-bundle store skeletons over one shared manifest layer,"The shared half (audio_measurement/bundles.py) IS converged; above it list_bundles is near-verbatim (j=0.77), latest_bundle is verbatim, sorted-dirs and _bundle_byte_size are drifted twins. Roots differ so the stores are justified-separate; the skeleton is not",Move list_bundles/latest_bundle/sorted-dirs/byte-size into audio_measurement/bundles.py parameterized by a summarize(bundle_dir) -> dict callback,-250,p0-dup-3,,tuning,N
R-132,Should-fix,Should-fix,duplicate-primitives,jasper/multiroom/,"leader_config.py:76,97,106,110; follower_config.py:103,112,121,125; active_leader_config.py:132",Three copies of the CamillaDSP role-swap stash ladder,"read_stash/_write_stash/_clear_stash/_camilla are verbatim across leader and follower, differing only in the PRIOR_STASH constant; the three precheck/apply/restore ladders share shape but not body",Extract a RoleSwap(stash_path) holder for the stash plus camilla factory; leave the three ladders separate unless a later pass proves them isomorphic,-110,p0-dup-9,,steward-general,N
R-133,Should-fix,Should-fix,duplicate-primitives,jasper/control/,jasper/control/household_credential.py:22 vs control_token.py,household_credential is an admitted near-line-for-line clone of control_token,"Its own docstring says so; _stored_secret/_stored_token, is_paired/token_enforced, current/current_token, ensure/ensure_token and verify are byte-identical modulo the module constant (~60 LOC). ensure_token:107 == ensure:115 (28 L) also shows in the AST scan","One _secret_file.py owning read(path)/ensure(path)/verify(path, provided); both modules shrink to ~25 lines of policy",-120,"T08-C3,p0-dup-other",,doctor-state-resilience,N
R-134,Should-fix,Should-fix,duplicate-primitives,jasper/control/,"control/{grouping_supervisor.py:607-648, shairport_supervisor.py:444-486, system_supervisor.py:617-658}; shairport_supervisor._systemctl_query:325 vs system_supervisor._systemctl_is_enabled:387",supervisor_runtime extracted the loop and then stopped one function short,"The three module tails are character-for-character identical except env-var name, class, thread name and event prefix (~90 lines); the vocabulary has already drifted (shairport.disabled vs system_supervisor.disabled); two more async systemctl spawn/timeout/kill scaffolds duplicate each other","supervisor_runtime.make_singleton(cls, env_name, event_prefix) returning (snapshot, start_supervisor); each module keeps 3 lines",-90,"T08-C6,p0-dup-13",,doctor-state-resilience,N
R-135,Should-fix,Should-fix,duplicate-primitives,jasper/control/,"audio_health.py:220,235,547,1605 vs audio_incidents.py:53,65,70,617 vs airplay_health.py:135",Duplicated coercers and a hand-synced verdict vocabulary inside one package,"_finite_number, _mapping and _duration_label are byte-identical between audio_health and audio_incidents; audio_incidents.py:70 declares its verdict tokens are 'kept in sync by hand since this module has no probes and must not import the composer'; _as_int exists in audio_health and airplay_health with different bool handling","A 30-line control/_health_types.py, or lift _mapping tree-wide (it is reimplemented ~10x across active_speaker, usb_mic and fanin)",-60,"T08-C4,T08-E",,doctor-state-resilience,N
R-136,Should-fix,Should-fix,duplicate-primitives,jasper/ (integrations),jasper/google_creds.py:106-207 vs jasper/accounts.py:128-239,Two registry classes for one concern; the docstring admits it,"Identical load/save/get/default/add_or_update/remove, identical {version,default,accounts} JSON envelope, byte-identical default_token_path_for/default_cache_path_for bodies; google_creds.py:8 literally says 'Mirrors jasper.accounts'. ~90 LOC duplicated",One generic AccountRegistry[T] in accounts.py; google_creds keeps only token I/O plus GoogleClients,-90,T03-C1,,steward-general,N
R-137,Blocker,Should-fix,duplicate-primitives,jasper/ (integrations),jasper/calibration_agent/model_client.py vs jasper/research/providers/openai_research.py,Two independent OpenAI Responses clients with different env vocabularies and HTTP libraries,"model_client uses sync urllib.request (:445), reads 6 env keys in resolve_settings and has its own _usage_summary; openai_research is async SDK with its own _normalize_usage; key_provisioning._default_model():38 already lazy-imports the research default to stop the two drifting - the coupling exists but the code does not",One jasper.research text-provider used by both; calibration passes instructions + text.format through it,-350,"T03-C2,T03-D",,tuning,N
R-138,Should-fix,Should-fix,duplicate-primitives,jasper/ (integrations),jasper/calibration_agent/model_client.py:333-457 vs response.py:132-240; advisor_context.py:391 vs correction_advisor.py:153,The advisor action contract and its context builder are each spelled twice,"_advisor_response_schema() (109 LOC strict JSON schema) and response_contract() (108 LOC prose contract) both enumerate the same fields and limits, and _CORRECTION_PEQ_MAX_ITEMS = 5 restates _CORRECTION_FALLBACK_BOUNDS['max_filters']=5 - both carry a comment admitting the drift risk. Two builders feed the SAME validator with different packet keys, and correction_advisor reaches advisor_context._curve_summary and prompt._SYSTEM_INSTRUCTIONS privately",Derive the strict schema from response.py's contract data at import; one builder taking either source; promote the two private names,-120,"T03-C3,T03-C11",,tuning,N
R-139,Should-fix,Should-fix,duplicate-primitives,jasper/tools/,"jasper/tools/gmail.py:196-203 vs calendar.py:107-117; cues/generator.py:105-118/478-488 and :451-475/498-520; tools/audio.py:38,76",Small assistant-side twins beside the module built to hold them,_api_error is duplicated verbatim except the service name while google_errors.py exists precisely for shared Google-tool errors; cue_hash and dynamic_text_hash build a byte-identical payload string and write_cue/write_dynamic_text are the same function modulo the path builder; VOLUME_MIN_DB/MAX_DB are the third re-export of volume_curve constants,"Move one api_error(service_label, account, exc) into google_errors.py; one _hash(text, voice, model) and one _write(path, text, backend); delete tools/audio's volume aliases",-70,"T02-F9,T02-F10,T02-F1",,steward-general,N
R-140,Nit,Should-fix,duplicate-primitives,jasper/ (volume),"jasper/volume_curve.py vs volume_persistence.py:79, control/volume_ops.py:35,57, control/server.py:554, tools/audio.py:38,76",Volume constants and the dB/percent pair re-aliased in four modules,"volume_coordinator imports db_to_percent/percent_to_db from volume_persistence, which re-exports them from volume_curve; server.py:554's constants are a re-export of a re-export; _percent_to_db/_db_to_percent are duplicated at volume_ops.py:57 and tools/audio.py:76",Import from jasper.volume_curve everywhere; delete the aliases and fix the three test files,-30,"T04-F13,T02-E",,steward-general,N
R-141,Should-fix,Should-fix,duplicate-primitives,deploy/ + scripts/,"deploy/lib/jasper-env-file.sh; deploy/bin/jasper-audio-hardware-reconcile:504,549; deploy/bin/jasper-apply-airplay-mode:215; jasper-aec-reconcile:121 vs jasper-audio-hardware-reconcile:208; scripts/deploy-to-pi.sh:123 vs onboard.sh:350","The bash env-file read half is forked three ways, plus two bootstraps",env_file_value and env_file_value_from are the same awk with and without a $file parameter in ONE file (j=0.68); jasper-apply-airplay-mode's third copy also strips trailing # comments - semantic drift on the same file class. load_env_file_lib is verbatim-duplicated (j=0.82) with a 6-line comment in each explaining why its lookup order differs from the other's. resolve_speaker_hostname is defined twice despite _lib.sh being sourced by 37 of 50 scripts,Add jasper_env_file_get FILE KEY and jasper_load_lib NAME to deploy/lib/jasper-env-file.sh; move resolve_speaker_hostname into scripts/_lib.sh,-120,"p0-dup-12,T26-2-C6",#4085 item 7,steward-general,N
R-142,Should-fix,Should-fix,duplicate-primitives,deploy/bin/,"deploy/bin/{jasper-aec-reconcile:121, jasper-audio-hardware-reconcile:246, jasper-camilla-crossover-guard:104, jasper-camilla-pipe-guard:66, jasper-camilla-recover:56, jasper-headphone-monitor:32}",Six copies of the sibling-first lib-resolve bootstrap with four different failure behaviours,Each is per-lib and exits 66 / exits 0 with a log skip / exits 1 depending on the file,Install the deployed helpers under /usr/local/lib/jasper/bin/ so ../lib resolves and the fallback branch disappears entirely,-60,T23-E,#4085 item 7,steward-general,N
